person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Timea Mocanu,timeamocanu,timeamocanu@zzup.ro,6220431409359,1941-09-18,"Bulevardul Stan Nr. 31, Targoviste, 521506",0754 219 084,28:e4:eb:68:f3:ea,133.86.24.170,RO63CGCM7403774630549039,2025-06-23 19:02:33,11401,967,50,1538028,7cd63444-0bf2-4792-98b2-bbc211653a11
Olimpia Nemeș,olimpianemeș,olimpianemeș@141.ro,4360105385776,1965-11-21,"Bulevardul Felix Florea Nr. 381 Bl. 21  Sc. 74 Ap. 655, Miercurea-Ciuc, 696384",0243 985 072,bc:2e:e3:7a:2c:19,3.26.113.148,RO70MDZR1687843371793419,2025-06-23 19:02:33,8736,974,709,699295,fbc3a652-e9bc-4006-8e00-da45914e7466
Marius Ioniță,mariusioniță,mariusioniță@kappa.ro,6711218113533,1948-01-26,"Drumul Valeria Tomescu, Galati, 188252",0726 553 101,e6:e6:3c:f3:71:1f,14.184.49.204,RO19BSNM7861612120301200,2025-06-23 19:02:33,30847,999,398,98101,0259243e-ce13-4f14-9a4f-729bd93cfef7
Codruț Aanei,codruțaanei,codruțaanei@kappa.ro,1360306045815,1987-01-21,"Bulevardul Claudia Popa Nr. 54 Bl. 63  Sc. 82 Ap. 266, Gheorgheni, 547125",0784 264 917,48:4d:7c:83:9a:28,62.247.55.179,RO43DJJS1304521171357580,2025-06-23 19:02:33,15617,696,101,1267791,98460139-e6cf-484a-ba0c-cd7095fc351e
Leordean Ene,leordeanene,leordeanene@zzup.ro,3520503452834,1977-10-19,"Bulevardul Mihail Stancu, Toplita, 844898",0754 064 334,12:97:65:7d:37:93,150.182.11.58,RO66PCDP1352582803437536,2025-06-23 19:02:33,35129,941,510,1016262,1a42a85c-965f-4dcb-ad75-bae13e83c5b7
Milena Dumitrescu,milenadumitrescu,milenadumitrescu@email.ro,1350207099019,1923-07-13,"Drumul Aurora Albu, Calan, 717900",0751 244 872,ce:85:8f:6a:3e:c8,125.189.166.24,RO68DTKG7380696078873734,2025-06-23 19:02:33,3644,571,408,1486857,7d0f8956-9502-4a24-9de7-ff42156029c4
Eva Pop,evapop,evapop@email.ro,1361203393677,2020-12-31,"Drumul Pușcașu, Raducaneni, 426741",0746 317 579,bc:15:3f:7a:22:ae,116.90.39.56,RO25XOZI4110599895971675,2025-06-23 19:02:33,34099,940,376,928618,7b57fc07-d1ec-44e5-9529-4696c4bf1804
Marta Aanei,martaaanei,martaaanei@kappa.ro,3770916424151,1967-07-13,"Intrarea Teodora Dochioiu, Hateg, 583535",0728 850 794,b2:56:49:ba:09:a7,22.201.181.26,RO84LMJG3140564713757163,2025-06-23 19:02:33,25431,470,750,573233,47b3f778-28cb-4f99-8e38-6bd113c3998f
Gheorghiță Ionescu,gheorghițăionescu,gheorghițăionescu@post.ro,2581113383189,1926-03-29,"Aleea Simion Oprea, Onesti, 950807",0730 902 119,76:d7:5b:e6:49:dd,52.244.211.126,RO53TPBN6191484954569524,2025-06-23 19:02:33,15957,670,512,930070,8cf0b4be-a1f8-4551-bb75-1e7bbac69e31
Iustina Nistor,iustinanistor,iustinanistor@141.ro,7120104071927,1930-01-08,"Soseaua Dochioiu Nr. 445 Bl. 63  Sc. 44 Ap. 185, Focsani, 438249",0250 147 385,60:ff:92:18:82:21,109.224.92.174,RO72VBLO0999203217872320,2025-06-23 19:02:33,20669,414,261,1993291,8f4902e5-23a5-4452-9fa0-57f572dca9f9
Denisa Tomescu,denisatomescu,denisatomescu@acasa.ro,8490901236562,1924-05-19,"Bulevardul Rodica Nistor Nr. 75 Bl. 17  Sc. 74 Ap. 701, Dumbraveni, 220766",0765 782 632,66:db:c0:02:7a:7f,134.170.207.134,RO44UPJD4491306793139519,2025-06-23 19:02:33,19712,549,649,673947,e73353a6-34cf-42c0-9797-3edd0112d81d
Cornel Nemeș,cornelnemeș,cornelnemeș@141.ro,4491125041605,1979-06-20,"Soseaua Antonia Mocanu Nr. 485 Bl. 87  Sc. 64 Ap. 931, Moisei, 880384",0740 015 404,a0:a1:c7:38:60:4f,132.148.254.109,RO08FFXP8803030992224998,2025-06-23 19:02:33,19167,992,520,1304792,dc9a6fca-0598-4404-936c-7b93a6d7291e
Alice Eftimie,aliceeftimie,aliceeftimie@kappa.ro,3401207414951,2024-02-08,"Soseaua Ilinca Voinea, Cumpana, 419856",0735 345 338,24:d0:f1:f3:84:8c,215.125.22.29,RO34PBUE4668278766923089,2025-06-23 19:02:33,10222,423,504,898179,316844c0-4535-4c64-8a8e-68d56dce6627
Izabela Ionescu,izabelaionescu,izabelaionescu@zzup.ro,4170623040044,2001-03-10,"Soseaua Ardelean Nr. 275, Tandarei, 588664",0760 148 971,30:5c:74:dd:81:85,154.134.123.235,RO51UZMY0489892112845586,2025-06-23 19:02:33,16421,377,658,857200,c831d44a-8417-43ea-878b-106f1e851d44
Măriuca Stan,măriucastan,măriucastan@kappa.ro,1750821414118,1910-09-23,"Aleea Stoica, Avrig, 209760",0772 297 342,ca:62:4e:69:48:04,159.210.128.177,RO77XHAF7104030067154750,2025-06-23 19:02:33,17201,680,726,523156,68a12455-06d8-4467-9e0c-8d3b826a1158
Julieta Marin,julietamarin,julietamarin@post.ro,4730128375795,2011-08-25,"Soseaua Liviu Nistor, Matca, 709658",0768 090 545,90:ba:17:21:f4:9c,133.155.104.57,RO22HOOO6761636573901360,2025-06-23 19:02:33,31533,615,510,819785,d22e74ad-1a29-4e9b-b62c-585c3c5cac7f
Aurora Georgescu,aurorageorgescu,aurorageorgescu@141.ro,2411212153337,2019-10-17,"Soseaua Ababei Nr. 66 Bl. 12  Sc. 82 Ap. 442, Anina, 194485",0237 957 219,18:f0:ec:78:f8:11,207.75.66.60,RO91NEXA9932957294127152,2025-06-23 19:02:33,19146,930,70,1278794,808fd840-144d-4ebb-9150-47d5dd72fcdb
Alice Popescu,alicepopescu,alicepopescu@zzup.ro,1531003185544,1946-10-06,"Intrarea Diaconu Nr. 572, Tufesti, 290062",0771 903 799,24:39:38:ed:0d:29,44.159.118.149,RO58HNVU5717781705337828,2025-06-23 19:02:33,32998,322,525,995222,1ef498c3-789c-4000-800f-85ba6056d503
Pleșu Popescu,pleșupopescu,pleșupopescu@gmail.com,4450916396420,1981-06-29,"Aleea Niță, Uricani, 384698",0236 549 012,06:d7:37:f1:ea:11,85.201.239.249,RO91NSPM9216025762683992,2025-06-23 19:02:33,16502,601,106,1604158,5c7d77bf-7e2a-4549-8629-e49768ae5e57
Claudiu Dumitrescu,claudiudumitrescu,claudiudumitrescu@zzup.ro,4670228368574,2020-01-30,"Intrarea Suciu, Avrig, 689439",0757 322 101,c6:07:65:a9:7a:01,121.125.210.84,RO42REWL0749669123530963,2025-06-23 19:02:33,10047,34,282,730241,d09dcebe-79d4-4a8d-a9cf-b8ec538369c3
Mitruț Georgescu,mitruțgeorgescu,mitruțgeorgescu@gmail.com,2670118114712,1970-05-06,"Soseaua Diaconu Nr. 507 Bl. 44  Sc. 62 Ap. 656, Barbulesti, 736117",0769 646 348,56:27:38:49:5e:1a,189.226.35.211,RO30HOWH7160686840906611,2025-06-23 19:02:33,29830,452,783,1142110,5f6983bc-3718-47e7-91f8-6dca14ae99d7
Simion Tudor,simiontudor,simiontudor@141.ro,8401011239402,1964-06-15,"Soseaua Nistor, Pitesti, 959766",0252 072 186,82:ab:ff:6a:49:98,178.143.208.253,RO09SCLX3980454565716006,2025-06-23 19:02:33,8853,105,696,530086,d08d59c4-c5e1-4c4e-82b9-03591ffd7071
Florența Nemeș,florențanemeș,florențanemeș@email.ro,5270904371501,1927-12-13,"Strada Dobre Nr. 39, Zalau, 335414",0262 353 285,aa:d2:b2:68:5b:2b,46.118.206.167,RO82ZVMJ1678003556512264,2025-06-23 19:02:33,15481,626,209,806521,bbfceddc-29db-43d2-b1b2-72296a38a636
Ioana Popa,ioanapopa,ioanapopa@email.ro,5271025169296,1912-05-10,"Bulevardul Emanuil Popa Nr. 391, Botosani, 983954",0736 787 474,92:68:da:7d:c2:c9,8.103.18.101,RO33MCDD3659375590197290,2025-06-23 19:02:33,23095,762,448,1790032,5940d04d-e0fe-4055-b50c-e818f5e342ee
Laura Barbu,laurabarbu,laurabarbu@kappa.ro,3720331121569,1943-11-19,"Drumul Ada Nistor Nr. 48, Cornetu, 487118",0269 000 683,ec:46:e4:c0:37:23,212.189.177.118,RO41NXPF3741868743090639,2025-06-23 19:02:33,29232,290,65,322421,a7086c08-a851-4f89-bffd-2041027b49a3
Beatrice Mocanu,beatricemocanu,beatricemocanu@post.ro,4360919237133,1964-09-29,"Intrarea Tudor Nr. 25 Bl. 30  Sc. 40 Ap. 280, Marghita, 506396",0755 085 612,12:0f:cd:71:57:28,73.217.98.117,RO39RVSH3078308643225730,2025-06-23 19:02:33,4337,962,502,421032,325f602a-b0db-4885-8ce8-f31881edf33b
Daiana Dinu,daianadinu,daianadinu@email.ro,8230830240815,2019-12-07,"Strada Toma Nr. 76 Bl. 20  Sc. 54 Ap. 594, Darmanesti, 749145",0784 672 093,7e:2c:2f:6b:7c:6f,184.79.44.219,RO60HWRZ2729166207483883,2025-06-23 19:02:33,9193,255,199,1910302,fe8600f3-0b41-4b40-ba76-79dbee96efa3
Francisc Mazilescu,franciscmazilescu,franciscmazilescu@post.ro,3430625438672,1924-01-29,"Strada Popescu, Motru, 217232",0237 320 475,9a:81:fb:39:51:c1,149.161.161.33,RO13HIRB7842597506182478,2025-06-23 19:02:33,24995,781,458,1331457,7bc8541b-9294-4075-aa58-14025320867f
Pompiliu Eftimie,pompiliueftimie,pompiliueftimie@141.ro,1410427333441,1974-05-07,"Strada Albert Mazilescu, Cumpana, 940056",021 449 6517,f2:05:a1:1a:d0:6a,150.99.170.248,RO27GYBV8159884942192096,2025-06-23 19:02:33,15464,848,260,927421,4b227b90-9ab9-4942-ba4e-941f7494842f
Valeriu Mocanu,valeriumocanu,valeriumocanu@zzup.ro,5460731403360,1945-04-22,"Aleea Andrei Georgescu Nr. 814 Bl. 38  Sc. 61 Ap. 153, Poiana Mare, 590977",0246 392 476,0c:ac:02:95:6e:3b,135.89.212.16,RO70ECIJ5613137943701663,2025-06-23 19:02:33,8848,431,372,518909,8238f6db-885f-4aca-ba1a-49d247011826
Stela Cristea,stelacristea,stelacristea@zzup.ro,1700304077280,2023-02-10,"Strada Ladislau Preda, Petrosani, 267206",0246 151 391,12:39:8d:20:07:9e,64.98.140.57,RO54JEQO4857208681738850,2025-06-23 19:02:33,35947,812,303,689705,03640d58-c92b-4c22-874e-b3104630ec1d
Melania Oprea,melaniaoprea,melaniaoprea@email.ro,4610402514757,2021-08-30,"Drumul Stănescu Nr. 44 Bl. 64  Sc. 70 Ap. 825, Macin, 227544",0237 585 560,ac:ec:ca:d7:41:54,36.217.247.24,RO34KMQD1248642083708014,2025-06-23 19:02:33,30349,454,539,1488741,ffb10a1f-7dfe-48a7-9780-fd635b059f43
Ofelia Ardelean,ofeliaardelean,ofeliaardelean@gmail.com,4090603349238,1957-03-27,"Drumul Sânziana Tabacu, Dej, 357854",0737 187 480,4e:3d:d1:15:62:c6,219.11.21.30,RO95QYJX0710066593059569,2025-06-23 19:02:33,35824,605,531,73814,98a309d1-2545-473c-9edd-968237a3e048
Nelu Barbu,nelubarbu,nelubarbu@acasa.ro,7330624282933,2021-09-24,"Soseaua Dinu Nr. 49 Bl. 25  Sc. 56 Ap. 625, Tasnad, 260935",0234 157 453,f8:89:08:42:e4:31,121.177.126.151,RO05SKEH6316487235095258,2025-06-23 19:02:33,16915,416,161,1636537,8db7df14-41a8-4a75-af50-8cbf16916cd6
Gheorghe Stancu,gheorghestancu,gheorghestancu@acasa.ro,3600108438741,2009-01-23,"Bulevardul Tabacu Nr. 470, Otelu Rosu, 671307",0262 303 465,d0:44:97:6f:ae:0b,181.43.170.20,RO66QORN2130826715681790,2025-06-23 19:02:33,946,896,199,1552149,4aaced51-581c-46f6-a3a6-4016b542b843
Decebal Eftimie,decebaleftimie,decebaleftimie@email.ro,7320317136220,2014-02-24,"Aleea Ioniță Nr. 20, Pancota, 336991",0769 988 436,14:75:60:85:54:76,39.253.187.198,RO79BQEL7157634956097281,2025-06-23 19:02:33,30912,676,702,847872,2ed7cd54-f8b6-4043-8fc8-4bbf3348dddf
Remus Ioniță,remusioniță,remusioniță@post.ro,5790402079945,2011-03-17,"Intrarea Pavel Suciu Nr. 55 Bl. 52  Sc. 14 Ap. 699, Mizil, 587089",0749 977 761,92:27:63:49:34:f1,95.219.5.149,RO82RNNO7413059084940959,2025-06-23 19:02:33,35384,402,457,259713,868d03cc-6a2c-4bfa-bc6c-a6cc3757d94e
Luminița Dima,luminițadima,luminițadima@kappa.ro,5340314200454,2002-09-15,"Aleea Mocanu, Covasna, 487796",0253 931 932,d2:a7:1a:bc:c1:73,81.165.65.6,RO37HACZ6099540298336157,2025-06-23 19:02:33,10902,51,221,873174,428b765b-1bfc-4801-896f-60ce45813ec9
Elisabeta Barbu,elisabetabarbu,elisabetabarbu@acasa.ro,2740503399409,1945-02-01,"Strada Tomescu Nr. 89 Bl. 47  Sc. 59 Ap. 904, Pogoanele, 157144",021 169 1939,12:9d:10:01:a6:dd,142.20.110.64,RO25ULEH4591244897792989,2025-06-23 19:02:33,9312,81,291,372236,9e4ccc60-ed7d-4327-9877-4373fe0c34f0
Viorela Niță,viorelaniță,viorelaniță@gmail.com,2150611346072,1973-12-13,"Bulevardul Pușcașu Nr. 13, Iernut, 135366",0756 376 933,80:47:b1:ce:0e:f7,119.44.187.89,RO41OLNL7386857276743037,2025-06-23 19:02:33,33419,481,744,1849674,d38b4899-7ba8-43b9-84c2-1ab510742d0a
Georgia Gheorghiu,georgiagheorghiu,georgiagheorghiu@email.ro,4690818142038,1985-08-07,"Aleea Georgescu Nr. 20 Bl. 34  Sc. 34 Ap. 283, Nadlac, 489910",0743 117 011,a8:e1:35:bb:5b:8b,161.31.28.161,RO79UXHL6133313173668648,2025-06-23 19:02:33,32636,528,636,892922,24eb13f7-13fe-47bb-91a8-c02227257119
Blanduzia Suciu,blanduziasuciu,blanduziasuciu@acasa.ro,2650128069915,1921-08-22,"Intrarea Pop Nr. 78 Bl. 73  Sc. 26 Ap. 400, Anina, 301558",0244 376 735,90:6a:b0:bc:c6:6f,136.181.222.153,RO57JUCU7659635203340613,2025-06-23 19:02:33,20658,791,416,180185,6bc66cc3-d952-453b-9a16-5945b44da685
Marioara Mocanu,marioaramocanu,marioaramocanu@email.ro,8010815516395,1931-03-06,"Soseaua Tomescu Nr. 10, Gilau, 365165",0251 636 763,48:2b:4a:1d:05:07,137.230.19.208,RO31WYZU8082897193488758,2025-06-23 19:02:33,7025,324,33,1110261,66ebdfff-d58e-4a0b-9cf1-4b757d873e22
Ramona Popa,ramonapopa,ramonapopa@acasa.ro,1511214342097,1932-06-01,"Drumul Theodor Stoica, Apahida, 388044",0243 033 485,a8:e1:d4:69:0d:c6,55.79.240.192,RO78QXQD3489280976084806,2025-06-23 19:02:33,21434,960,250,736455,de73b6dc-5699-4376-88ec-909b21b00f0c
Sergiu Dumitrescu,sergiudumitrescu,sergiudumitrescu@kappa.ro,8640318103848,2022-10-26,"Strada Cristea, Calarasi, 728880",0748 581 265,16:14:dd:07:b2:63,211.71.218.92,RO79BXOD6962620764742480,2025-06-23 19:02:33,18010,577,788,1479893,8ca211a0-ffa4-4c40-9851-9082ed2ece61
Elisabeta Voinea,elisabetavoinea,elisabetavoinea@gmail.com,1140414106243,1952-10-05,"Bulevardul Traian Oprea Nr. 92, Darabani, 560858",0232 184 620,ac:1a:72:2d:9a:e6,37.107.132.211,RO21YFTV3551026756243315,2025-06-23 19:02:33,35813,370,340,1392802,c9505bcb-def7-4046-9d2f-9c7eb439002f
Anișoara Mazilescu,anișoaramazilescu,anișoaramazilescu@acasa.ro,4570203099161,1925-10-27,"Bulevardul Ioniță Nr. 866, Bragadiru, 609006",0245 613 652,dc:1b:1d:14:71:db,221.31.157.58,RO90RPXZ2813800070873942,2025-06-23 19:02:33,3393,277,289,1412200,39f2b43a-6962-42f7-bb55-9e3448877853
Cornelia Dinu,corneliadinu,corneliadinu@kappa.ro,5430905243990,1936-02-18,"Aleea Diaconescu Nr. 363, Pipera (Voluntari), 569577",0238 459 806,86:cc:80:df:63:dd,64.92.182.194,RO33KYRC4480482512891108,2025-06-23 19:02:33,29116,718,510,1525437,8df25416-2d8e-4e19-b8ad-db53bd75ca8a
Olga Tudor,olgatudor,olgatudor@kappa.ro,6940924245927,1924-01-20,"Drumul Toma, Curtici, 402711",0242 696 081,0c:1b:3d:2d:d5:b6,41.90.124.222,RO24LZNE2320639275328643,2025-06-23 19:02:33,1689,684,791,571885,4ff93c50-5f08-4b66-ac29-e96e3cf60de2
Livia Popescu,liviapopescu,liviapopescu@kappa.ro,4741010232081,1924-06-27,"Aleea Marin Nr. 555, Tudora, 168395",0736 021 047,28:09:ce:27:42:7c,63.182.138.109,RO61HBNA9675984487608547,2025-06-23 19:02:33,32984,365,356,263579,997b311d-22a2-4639-9003-81a7eb30d68c
Toma Nistor,tomanistor,tomanistor@email.ro,7170707059741,1977-02-01,"Bulevardul Mihail Voinea Nr. 762 Bl. 92  Sc. 84 Ap. 336, Baia Sprie, 725703",0734 737 194,98:4b:cd:bf:33:ec,92.221.16.254,RO71FDNF9104593695786391,2025-06-23 19:02:33,14196,382,389,135571,a5dab874-65b4-46eb-ad3e-467b78c0500b
Silvia Nistor,silvianistor,silvianistor@email.ro,2821101173464,1991-07-25,"Intrarea Nemeș Nr. 898 Bl. 27  Sc. 60 Ap. 333, Corabia, 475059",0250 219 663,98:75:b1:41:3a:ae,170.32.245.245,RO97MABE5112035263788122,2025-06-23 19:02:33,22492,881,160,1908797,07a5b322-b9ac-4af4-a049-6d62c77fe52b
Nicoară Nistor,nicoarănistor,nicoarănistor@141.ro,7050109174291,1936-07-01,"Intrarea Tomescu, Fagetel (Remetea), 132236",0233 549 159,9c:51:41:36:8d:25,97.138.42.102,RO46WJFC0018146309140141,2025-06-23 19:02:33,28178,43,530,25458,08b6315f-90aa-4d7a-9d4c-f224fdb54ce4
Lazăr Cristea,lazărcristea,lazărcristea@141.ro,8510417348167,2020-08-03,"Drumul Pop Nr. 641 Bl. 17  Sc. 80 Ap. 555, Targu Mures, 810842",0750 190 563,c8:79:f1:af:08:f9,80.141.37.162,RO54QCQI9597450082360467,2025-06-23 19:02:33,20522,10,283,668230,f70bc554-c52e-4c84-8398-1f421c221efe
Maxim Tabacu,maximtabacu,maximtabacu@zzup.ro,7470331148821,1955-05-14,"Intrarea Diaconu, Marginea, 305996",0238 515 454,3a:b8:15:e2:10:3a,42.45.71.102,RO46YYTY7531138164567501,2025-06-23 19:02:33,2693,351,416,718994,b2429692-c2af-4798-b22c-59c41ca76776
Rozalia Preda,rozaliapreda,rozaliapreda@acasa.ro,2890725205201,1912-09-30,"Strada Pușcașu Nr. 16 Bl. 90  Sc. 29 Ap. 558, Cristuru Secuiesc, 328461",0720 281 074,42:d0:3d:a0:97:04,22.124.77.242,RO64GYJS8697153412755583,2025-06-23 19:02:33,8010,368,5,1355046,5b231710-f353-4cb6-afdf-c72f6d30fb46
Iris Voinea,irisvoinea,irisvoinea@kappa.ro,1080803011362,1963-08-10,"Soseaua Georgescu Nr. 44, Sfantu Gheorghe, 766249",0756 645 049,f0:f0:04:8c:79:3c,57.177.223.37,RO66AIOJ6552631859488162,2025-06-23 19:02:33,27814,770,565,737988,75feff03-df10-4b59-8ec1-755892afdedc
Zaraza Florea,zarazaflorea,zarazaflorea@post.ro,4870708449373,1965-01-25,"Soseaua Corneliu Dochioiu, Busteni, 608785",0256 539 123,28:e4:5f:5b:4c:22,144.240.156.175,RO37JAME4645136613757151,2025-06-23 19:02:33,32631,426,378,1819518,56e51ae2-bcd7-4b77-9f2e-edfa0edb1d38
Dida Stoica,didastoica,didastoica@post.ro,4991211265445,2006-10-27,"Soseaua Pușcașu Nr. 686 Bl. 44  Sc. 29 Ap. 112, Drobeta-Turnu Severin, 893094",0722 031 961,2e:58:b9:ab:66:b2,28.211.16.55,RO21QMDY3956694363539654,2025-06-23 19:02:33,31909,104,453,96551,1bfa5557-c149-499f-9ebf-64c13d85400b
Sonia Dumitrescu,soniadumitrescu,soniadumitrescu@zzup.ro,2120720468579,1949-04-23,"Strada Stan, Calafat, 800721",0243 547 262,7e:d2:09:f5:55:25,107.144.156.86,RO27WWVZ1847032834375405,2025-06-23 19:02:33,35324,642,487,1855086,ab036db8-fb0d-48bc-b739-2e2769313533
Teofil Mazilescu,teofilmazilescu,teofilmazilescu@acasa.ro,5661006104823,2023-07-02,"Drumul Mocanu Nr. 158 Bl. 22  Sc. 82 Ap. 585, Baraolt, 787877",0736 219 270,86:9d:08:94:17:b6,138.120.169.78,RO56IIBW3917516950082182,2025-06-23 19:02:33,5101,230,233,1860284,d45b8e6e-05da-4b88-9714-c846b22df13d
Flavia Diaconu,flaviadiaconu,flaviadiaconu@141.ro,7930815026500,1970-12-10,"Bulevardul Ionelia Georgescu Nr. 775, Targoviste, 677285",0264 781 875,6a:63:2f:d8:ba:18,152.139.93.0,RO61HQHR5259090468293907,2025-06-23 19:02:33,34361,692,742,371624,036124ef-cf6f-48c0-a0fa-ca5ae96d06ce
Pleșu Dima,pleșudima,pleșudima@acasa.ro,7390117435118,2013-10-19,"Bulevardul Mocanu Nr. 697 Bl. 25  Sc. 44 Ap. 938, Piatra-Neamt, 429711",0241 663 511,ce:67:2c:4e:01:38,94.168.194.40,RO42JVNT4543461174579313,2025-06-23 19:02:33,19165,370,173,610299,73f8cdc6-7e0f-42d7-84f1-bcd7e81d7682
Codrina Manole,codrinamanole,codrinamanole@zzup.ro,3470330187343,2010-03-10,"Drumul Stănescu, Fagaras, 978514",0236 992 097,4a:ac:88:4c:26:34,3.28.9.39,RO69RQTN4108759116897564,2025-06-23 19:02:33,1800,727,396,706223,9e6be340-eb03-44fc-86aa-4343f399a4d4
Cristofor Aanei,cristoforaanei,cristoforaanei@zzup.ro,4490817187970,1963-10-12,"Bulevardul Romanița Nemeș Nr. 926 Bl. 37  Sc. 96 Ap. 963, Chisineu-Cris, 551980",0239 729 061,6e:e7:01:1a:eb:12,20.50.224.43,RO49DGCI8316492720886315,2025-06-23 19:02:33,9034,616,443,1345967,6084809d-1a1c-4c3c-aaa3-46f55bf5999e
Nae Toma,naetoma,naetoma@email.ro,5680516250826,1925-09-29,"Strada Ababei Nr. 80, 1 Decembrie, 290859",0233 073 319,84:4b:20:46:62:d8,162.200.112.9,RO82PPCW8467455157103613,2025-06-23 19:02:33,25989,813,763,563657,1766b34b-3b61-484b-a0fe-3399ac335ebb
Coralia Tomescu,coraliatomescu,coraliatomescu@acasa.ro,5970220384001,1973-09-24,"Soseaua Dobre Nr. 211 Bl. 90  Sc. 80 Ap. 394, Calan, 397063",0786 900 825,0e:4f:e3:44:6d:c2,206.29.202.143,RO96LAIK5873971742424615,2025-06-23 19:02:33,2847,245,417,620530,dee46664-34d9-4be0-81c4-5786026818d0
